,target
25161,0
13911,0
994390,0
431,0
556709,0
233258,0
957649,0
978467,0
560138,1
378320,0
82227,0
880873,0
47084,1
395241,0
438745,0
511791,0
576201,0
177052,0
1156358,0
1021232,0
8300,0
1165975,0
1151363,0
209968,0
1282446,0
1269204,0
822401,0
468344,0
779644,0
24400,0
1001011,0
1299948,0
742395,0
466472,0
851967,0
170625,0
629844,0
1207085,0
614695,0
412837,0
591703,0
1277865,0
1250091,0
868915,0
584839,0
1024834,1
653774,0
737464,0
517391,0
610294,0
297232,0
529169,0
553504,0
668258,0
625319,0
1115013,0
792633,0
563775,1
1255607,0
623264,1
951044,0
619134,1
474569,0
1087210,0
350467,0
1159307,0
1280832,0
794004,0
1217243,0
1091813,0
232738,0
400371,0
811493,0
586062,0
116183,0
629533,0
1097480,0
481822,0
704748,0
532614,0
1262452,0
61940,0
448961,0
497049,0
1101801,0
81261,0
9948,0
1125891,0
268789,0
409894,0
909426,0
672652,0
964509,0
96161,0
474073,0
508334,0
779088,0
3733,0
391065,0
189038,0
631719,0
739690,0
45409,0
1159114,0
73293,0
1122413,0
833751,0
322997,0
336722,0
1296414,0
859146,0
375917,0
535787,0
845366,0
975602,0
465904,0
78359,0
672360,0
759499,0
1175162,0
745426,0
1182726,0
1143041,0
866974,0
934439,0
429094,0
820003,1
1010621,0
1071801,1
317101,0
798487,0
319984,0
450574,0
714690,0
81253,0
303686,0
500011,0
25844,0
401172,0
793283,0
956879,0
1106702,0
5233,0
524435,0
827908,0
295270,0
684609,0
876774,0
158557,0
998702,0
567199,0
1135918,0
1196584,0
385772,0
869636,0
771735,0
977310,1
392177,0
1069556,0
210747,0
275990,0
334127,0
284008,1
434986,0
341798,0
1160942,0
197880,0
631988,0
1295025,0
159262,0
1148018,0
346966,0
1196579,0
605029,0
949063,0
1209115,0
563237,0
48454,0
860627,0
75800,0
563101,0
381489,0
823959,0
1104544,1
1072590,0
209895,0
1203352,0
470216,0
323117,0
497449,0
1213196,0
364676,0
180783,0
958944,0
1044632,0
577694,0
351828,0
805111,0
655714,0
104923,0
655011,0
97964,0
264851,1
739768,0
575318,0
1131148,0
554154,0
647211,0
1191866,0
1010260,0
1249779,0
461132,0
866552,0
795085,0
742994,0
432250,0
58170,0
1005500,0
123378,0
1076537,0
207882,0
281640,0
140911,0
251960,0
919741,0
734708,0
1137798,0
916836,0
867286,0
201213,0
540271,0
87007,0
823466,0
353641,0
57812,0
1244355,0
228619,0
1015180,0
1247593,0
436222,0
348920,0
1149743,0
843650,0
963396,0
101830,0
211608,0
817191,0
179283,0
152850,0
334527,0
430884,0
108822,0
443827,0
1048313,0
279777,0
802513,0
821633,1
70457,0
805547,0
642782,0
49533,0
1082633,0
25301,0
928462,0
392362,0
1138359,0
104967,0
67706,1
93042,0
622617,0
1085253,0
328734,0
890630,0
1081529,0
189340,0
172867,0
1270572,0
812672,0
670805,1
685561,0
1057923,0
581899,0
857396,0
486471,0
1037409,0
1239707,0
53656,0
567164,0
871115,0
8493,0
656526,0
730708,0
953966,0
1126038,0
1283886,0
35429,0
118187,0
1030024,0
693965,0
811722,1
535329,0
996832,0
1225743,0
378942,0
26958,0
13148,0
125422,0
250000,0
853978,0
945475,0
279893,0
519854,0
488262,0
995835,0
1201968,0
141266,0
1102029,0
1009203,0
1062537,0
300267,0
880508,0
542358,0
319512,0
986968,0
168262,0
773662,0
107265,0
287857,0
868592,0
875668,0
316857,0
877074,0
1026302,0
1024073,0
728680,1
331677,0
1061525,0
1033918,0
216040,0
885821,0
692828,0
1217667,0
357162,0
187348,0
904957,0
836920,0
680323,0
560795,0
389247,1
1169231,1
227723,0
1068018,0
479280,0
537536,0
945199,0
546295,0
640681,0
861103,1
197935,0
1173569,0
1288651,0
933625,0
750661,0
112530,0
853667,0
1042824,0
1071112,0
1212161,0
391859,0
214833,0
591657,0
886789,0
1160836,0
730378,0
1301488,0
1211342,0
1268884,0
9143,0
1103826,0
697854,0
185344,0
1132380,0
1272946,0
1220603,0
440255,0
489768,0
1159613,1
752326,0
912418,0
473448,0
433726,0
813517,0
102134,0
30295,0
98558,0
782710,0
662264,0
188864,0
458273,0
242020,0
121564,0
986012,0
525590,0
559537,0
1272695,0
1056471,0
701894,0
140603,0
850889,0
360029,1
488117,0
155599,0
529513,0
458160,0
733363,0
640368,0
932454,0
487511,0
464625,0
951288,0
1219507,1
1064276,0
724577,1
1297736,0
268490,0
436123,0
662511,0
21336,0
751561,0
1162901,0
228767,0
686447,0
85109,0
499355,0
139596,0
662237,1
981988,0
167282,0
539096,0
10178,0
1124492,0
634571,0
302464,0
465345,0
715742,0
1014145,0
1176601,0
608157,0
643435,0
493212,0
708080,0
588608,0
741897,0
612637,0
434462,0
964614,0
1237179,1
62985,0
465297,0
931106,0
1173388,0
179731,0
749240,0
1210460,0
1219294,0
1200946,0
1227965,0
1039225,0
741305,0
411870,0
644665,0
705890,0
1205057,0
204614,0
750734,0
1278372,0
838879,0
438125,0
1111481,0
1254287,0
782216,0
889281,0
1196008,0
1183521,0
280597,1
1054044,0
1256088,0
1066520,0
1230342,0
991927,0
609780,0
829081,0
227044,0
162442,0
582897,0
403204,0
1067562,0
1046334,0
1087249,0
377630,0
801284,0
575269,0
925632,1
23360,0
693434,0
146762,1
56816,0
519349,0
761105,1
551503,0
529674,0
1125814,0
364793,0
287965,0
560563,0
1149357,0
333527,0
775983,0
1061722,0
728694,0
464584,0
1068957,0
654262,0
1251161,0
1276862,0
593020,0
277111,0
494108,0
800858,0
1049381,0
268902,0
923637,0
734990,0
207760,1
115458,0
261580,0
1022680,0
1198709,0
1202875,0
92320,0
451796,0
16822,0
657351,0
317989,1
351253,0
864497,0
1132038,0
1094862,0
522185,0
990252,1
31932,0
1202987,0
634678,0
362071,0
286512,0
747409,0
1188934,0
1237447,0
621907,0
43401,0
400497,0
501253,0
4022,0
899072,0
1038976,0
184011,0
687321,0
636782,0
780718,0
905535,0
1283715,0
261661,0
36043,0
678539,0
593541,0
50803,0
12395,0
564134,0
97173,0
472009,0
328618,0
681660,0
625545,0
1053101,0
1001292,0
1038272,0
427155,0
66953,0
675858,0
180572,0
852502,0
235555,0
1230511,1
77595,0
666655,0
1097549,0
356202,0
918313,0
16720,0
1278504,0
580780,0
539628,0
402100,0
900126,0
1163699,0
81898,0
417662,0
725781,0
287500,0
555649,0
1044608,0
33298,0
536002,1
549481,0
299745,0
29673,0
448141,0
135476,0
315854,0
948855,0
1231101,0
282301,0
1250086,0
24350,0
1240636,0
1242620,0
540062,0
795973,0
824759,0
130721,0
18900,0
422996,1
1285202,0
179356,0
1215670,0
985308,0
157677,0
589968,0
1152363,0
1282230,0
942658,0
116130,0
86903,0
1058564,0
1137180,0
1024324,1
696222,0
547601,0
93570,0
964228,0
20530,0
8149,0
299589,0
756399,0
385837,0
245802,0
1264738,0
358133,0
768573,0
879110,0
809598,0
943660,0
1211408,0
309489,0
983551,0
975714,0
1103155,1
135880,0
62923,0
670937,0
761172,0
191340,0
464673,1
895146,0
784330,0
1194723,0
625287,0
370098,0
397729,0
1137593,0
300698,0
1059286,0
682911,0
175516,0
1181505,0
1014511,0
1060557,0
1123160,0
60367,0
654655,0
1133027,0
613401,0
941886,0
657439,0
1085858,0
1087951,0
1053500,0
835899,0
516910,0
741680,0
1233121,0
13588,0
403881,0
215018,0
105412,0
1002520,1
636169,1
572509,0
510148,0
642335,0
615966,0
408545,0
667340,0
167445,0
1241320,1
710572,0
116496,0
1273167,0
1076787,0
1135274,1
1070075,0
482380,0
771222,0
1214025,0
738158,0
627868,0
1055129,0
529014,0
827497,0
25997,0
627184,0
777904,0
388894,0
799621,0
1145641,0
954940,0
1021492,0
833719,0
109250,0
306337,0
277272,0
865880,0
1092761,1
709147,1
929657,1
702066,1
463573,1
587885,0
351082,0
458362,0
269724,0
784062,0
23264,0
1242053,0
1293818,0
1097082,0
399304,0
1126974,0
1041575,0
969240,1
1084845,0
244640,0
364801,0
925404,0
510581,0
309863,0
547400,0
561522,0
821803,0
473060,0
276339,0
557511,0
855417,0
896367,0
615093,0
958570,0
249211,0
272537,0
75762,0
638903,0
368131,0
174499,0
226403,0
13361,0
637332,0
1252511,0
260476,0
162662,0
1271613,1
1104966,0
95525,0
690884,0
847235,0
1037083,0
795004,0
837306,0
378031,0
905276,0
27763,0
939440,0
1014536,0
1117728,0
823496,0
359321,0
393882,0
1043235,1
282085,1
1222195,0
941624,0
533473,1
846344,0
698360,0
504406,0
1183121,0
689863,0
44507,0
208281,0
511677,0
417423,0
263594,0
96321,0
74969,0
1127889,0
864699,0
501142,0
1101142,0
897601,0
824438,0
647009,0
295777,0
239239,0
536676,0
1196005,0
337170,0
762724,0
77092,0
948029,0
686004,0
198010,0
668040,0
1279149,0
946217,0
1210177,0
140391,0
1144984,0
1035755,0
977195,0
1243463,0
699963,0
713821,0
16820,0
643349,0
794012,0
525305,0
105654,0
339707,0
1248209,0
881334,0
1186469,0
989978,0
875118,0
586433,0
1180305,0
354889,0
666303,0
741007,0
1036276,0
1132769,0
676516,0
1232898,1
145130,0
831208,0
1133667,0
1229809,0
315130,0
143611,0
1000806,0
540011,0
220157,0
999804,0
86126,0
418487,0
971378,0
1276294,0
461031,0
736500,0
1067209,0
578932,0
1209145,0
557685,0
1050634,0
480368,0
666294,0
1172137,0
828285,0
100663,0
665140,0
551837,1
425084,0
93731,0
1087614,0
352256,0
103731,0
318903,0
1219549,0
951616,0
1035196,0
220542,0
55917,0
1148969,0
997480,0
1173927,0
137301,0
529906,0
148305,0
1096564,0
235150,0
1271322,0
1238636,0
280334,0
627628,0
868032,0
1136093,0
591584,0
687263,0
627291,0
898646,0
613682,0
315626,1
632349,0
814937,0
281472,0
663328,0
276115,0
1069323,0
778859,0
212179,0
46413,0
1061433,0
682313,0
1216321,0
890923,0
983943,0
1222474,0
783181,1
698694,0
1129263,0
574648,0
1247267,0
1278351,0
837746,0
512523,0
293215,0
1103741,0
653729,0
289643,0
1113005,0
1146544,0
77806,0
305104,0
611421,0
556806,0
789219,0
1070434,0
1112636,0
474426,0
171851,0
1228158,0
579326,0
624102,0
854115,0
532249,0
1171091,0
336023,0
1074006,0
713580,0
138841,1
338208,0
287267,0
365752,0
1018993,0
1109838,0
163003,0
440021,0
905319,0
669003,0
296036,0
158021,1
1026247,0
1150602,0
1188944,0
940554,0
740114,0
1221638,0
703056,0
1208325,0
335059,1
556108,0
72261,0
1049054,0
663550,0
2973,1
270402,0
746070,0
242852,0
1073762,0
811090,0
536162,1
1177278,0
396811,0
51129,0
942123,0
1221092,0
11311,0
692144,0
531498,0
982031,0
326792,0
938831,0
81113,0
448043,0
652398,0
66982,0
1247606,0
269361,0
966031,0
1197189,1
732475,0
679330,1
1056846,0
439191,0
19514,0
1293703,0
407588,0
981392,0
785070,0
898333,0
394784,0
928786,0
532632,0
983382,0
1260823,0
149832,0
823117,0
741230,0
884048,0
199660,0
403237,0
1295633,1
724724,0
129729,0
782897,0
658746,0
29564,0
814979,0
1296490,0
352569,0
941790,0
1163229,1
1253386,0
449577,0
1078871,0
1203889,0
611644,0
304366,0
658559,0
1174771,0
498820,0
874312,0
757231,0
418802,1
1019047,0
973627,0
787489,0
398457,1
821025,0
349108,0
1287527,0
877705,0
403381,1
784247,0
1252230,0
1016603,0
8317,0
1094063,0
1283462,0
1216025,0
1131180,0
690565,0
624652,0
193430,0
1194432,0
915740,0
95012,0
10542,0
824884,0
421697,1
184502,0
887798,0
194649,0
890823,0
231768,0
218437,0
1106286,1
1052236,0
53135,0
1221552,0
1213116,0
356498,0
1204268,0
1231097,0
952106,0
300536,0
589719,0
560907,0
572054,0
1106782,1
26287,0
687458,1
458400,0
611403,0
82282,0
424010,0
95947,0
384001,0
447,0
1142414,0
396980,0
922588,0
715518,0
1065992,0
1196418,0
349686,0
295961,0
588403,0
1292488,0
565340,0
467084,0
1244491,0
92464,0
400826,0
572859,0
503569,0
1013539,0
1053118,0
1179117,0
86944,0
657464,0
802841,0
539972,0
1015684,0
701478,0
1041006,0
205876,0
1110721,0
450950,0
193513,0
840325,0
602519,0
457617,0
455809,0
445990,0
1268857,0
112583,1
676895,0
519262,0
223559,0
402379,0
747597,0
153985,0
1242289,0
605153,0
362527,0
165180,0
1110613,0
20834,0
161532,1
454394,0
979687,0
470002,0
14230,0
1244648,0
1035651,0
1121592,0
263900,1
161171,0
521590,0
324087,0
900911,0
887036,0
34420,1
564048,0
802198,0
223392,0
556092,0
1235674,0
831445,0
1302787,0
257397,0
1092945,0
1057910,1
1167516,0
1129369,0
1161148,0
806567,0
13183,0
14415,0
860072,0
720547,0
220798,0
253906,0
425468,0
253432,0
244830,0
374638,0
335051,0
954134,0
1054516,1
1225708,0
463347,0
448106,0
511446,0
372557,0
958297,0
152625,0
309713,0
817903,0
684686,0
221065,0
41153,0
954347,0
894174,0
775166,0
460480,0
1144397,0
1175203,0
331377,0
1253107,0
23649,0
444019,0
628741,0
933830,0
326234,0
420281,0
681723,0
65794,0
1286863,0
1210677,0
1157538,0
833713,0
573574,0
132872,1
204016,0
911678,0
1158432,1
414989,0
981541,0
1218805,0
159582,0
166537,0
620977,0
279287,0
264642,0
755862,0
1164123,1
521518,0
1214051,0
640902,0
862916,0
159822,0
469531,0
466847,0
1071492,0
764731,0
203597,0
608879,0
416656,0
1041136,0
72657,0
50,0
646325,0
636584,0
667080,0
426876,0
774249,0
977664,1
1093448,0
1276509,1
505148,0
930814,0
204574,0
305316,0
1095319,0
385603,0
681474,0
253646,0
1261135,0
54678,0
552482,0
581233,1
51408,0
1267820,0
1026498,0
1246343,0
697830,0
862314,0
280980,0
586223,0
1001086,0
848520,0
538020,0
237316,0
967725,0
431108,0
236965,0
1052146,0
164686,0
29519,0
1221562,1
754785,0
963702,0
220211,0
1042303,0
1112512,1
635253,0
1128018,0
474938,0
227974,0
405416,0
661786,0
701042,0
1107927,0
705116,0
732182,0
1016618,0
218891,0
1164529,1
1109340,0
318560,0
267449,1
1282024,0
6836,0
1114577,0
593073,0
587349,0
1000496,0
545859,0
330895,0
394686,0
1024492,1
1019709,0
161604,0
142550,0
164146,0
547810,0
637337,0
1061686,0
1012354,0
640635,0
442502,0
912108,0
1076353,0
937501,0
650078,0
1198421,0
1018547,0
1267279,0
691359,0
54580,0
552541,0
1254277,0
491576,0
956005,0
853671,0
525820,0
1180687,0
367640,0
1122779,0
1110160,0
1223702,0
1220370,0
1186281,0
741819,0
951016,0
1057442,0
495051,1
1077222,0
564347,0
96998,0
160642,0
1002313,0
1167396,0
1017208,0
129826,0
712580,0
489091,0
1245802,0
1272019,0
430986,0
286136,0
596968,0
1015843,0
306556,0
311631,1
639816,0
636084,0
129950,0
238656,0
413658,0
1299662,0
828332,0
626117,0
1021251,0
909954,0
1235530,0
738620,0
696055,0
895862,0
994930,0
707483,0
666592,0
750399,0
863214,0
844894,0
396864,1
947284,0
1156155,0
641081,0
154889,0
178709,0
923787,0
630456,0
1299847,0
642359,0
741037,0
199446,0
1101549,0
750206,0
150958,0
579990,0
1254513,0
172541,0
218872,0
699853,1
1305506,0
1287762,0
1003694,0
1243976,1
434660,0
339588,0
648581,0
841479,0
212440,0
561100,1
351462,0
1165763,0
314969,0
820643,0
782048,0
618728,0
795485,0
1272995,0
1006594,0
538258,0
1096684,0
175609,0
621631,0
480256,0
433163,0
1226805,0
235552,0
1091946,0
406666,0
867245,0
988434,0
1053206,0
399797,0
391619,0
253924,0
1173989,0
457986,0
928501,0
1257549,0
541385,0
683324,0
270637,0
897071,0
229456,0
114446,0
193345,0
1019822,0
708194,0
1198031,0
20376,0
493073,0
484507,0
919507,0
1182438,0
654270,0
849068,0
1076250,0
324825,0
844643,0
351148,0
227568,0
1172413,0
1263638,0
1233096,0
348027,0
338999,0
133533,0
727083,0
457795,0
927778,0
996912,0
185294,0
85161,0
568946,0
1144880,0
1091673,0
1273763,0
1258929,1
1028702,0
906087,0
216752,0
648320,0
395239,0
995217,0
41365,0
289323,0
995635,0
363122,0
1061959,0
968072,0
843604,0
928759,0
46028,1
1159276,0
168335,0
1049435,0
1237770,0
404734,0
802599,0
715541,0
541721,0
881160,0
644260,0
392623,0
1168347,0
1271145,0
1068966,0
821360,1
85237,0
485535,0
514799,0
275833,0
1263256,0
952325,0
32749,0
1253585,0
826904,0
703395,0
751292,0
792164,1
481089,0
617563,0
1037625,0
963133,1
935031,0
505142,0
243515,0
947148,0
66294,0
1121108,0
31409,0
79021,0
938923,0
868169,0
745557,0
949865,0
1051329,0
462451,0
1006902,0
105349,1
258774,1
235318,0
1217450,0
782752,0
994434,0
383744,0
86485,0
1073009,0
446433,0
784793,0
359832,0
1165201,0
1079006,0
853992,0
1042112,0
54184,0
1150450,0
20325,0
1233828,0
550419,0
337252,0
1199250,0
942143,0
43693,0
1286846,0
1239024,0
1111455,0
12273,0
903047,0
1029867,0
815681,0
430913,0
56773,0
181063,0
1223588,0
628975,0
958218,0
119925,0
879473,0
585487,0
1192625,0
552570,0
653313,0
1019702,0
3316,0
424955,0
1203138,0
109719,0
705310,0
415713,0
359735,0
673199,0
860606,0
1025422,0
920222,0
617494,0
413766,0
1247656,0
1011113,0
146068,0
62993,0
990839,0
101470,0
5703,0
548469,0
777271,0
271293,0
875823,0
299425,0
634643,0
871648,0
621344,0
869131,0
1175123,0
530847,0
1059761,0
377394,0
1037428,0
944796,0
91395,0
479971,0
50798,0
1029541,0
606512,0
822025,0
364037,0
680946,0
911133,0
347586,0
1174235,0
466704,0
1093182,0
105566,0
1275730,0
400057,0
1209641,0
489898,0
1121588,0
223463,0
522068,0
126751,0
584732,0
521637,0
823845,0
161549,0
285629,0
256341,0
29189,0
640511,0
863193,0
773900,0
12934,1
524375,0
428882,0
247258,0
947089,0
888923,0
1290951,0
972164,0
726812,0
708008,0
32810,0
274918,0
1106151,0
1123564,0
1144026,0
614934,0
1171251,0
1167244,0
1048192,0
369860,0
487603,0
939338,0
538078,0
8968,0
196632,0
1086382,0
29423,0
488596,0
907062,0
876037,0
298978,0
1131522,0
770930,0
38698,0
743446,0
334317,0
346205,0
757553,0
736489,0
618042,0
634327,0
64948,0
392697,0
738878,0
1218553,0
255145,0
1157386,0
926083,0
293675,0
491496,0
901123,0
651110,0
819169,0
44232,0
1134294,1
53629,0
751258,0
1118360,0
183480,0
1253637,0
1296673,1
1130818,0
337820,1
1083090,0
838650,0
359196,0
1304861,0
171108,0
916807,0
182952,0
1057323,0
851019,0
575790,0
585157,0
853168,0
783778,0
401070,0
231441,1
527608,0
1292066,0
72832,0
271831,0
755889,0
273916,0
627110,1
448183,0
539806,0
380008,1
133030,0
394137,1
1281761,1
406750,0
255266,0
367787,0
654177,0
1150177,0
106767,1
1244290,0
1230919,0
1113535,0
77794,0
519829,1
396515,0
463254,0
1207107,0
823414,0
35212,0
996717,0
1059712,0
1000500,0
452530,0
1145680,0
907161,0
70925,0
361406,0
1280318,0
1027593,0
88000,0
1031875,0
404787,0
399362,0
1066103,0
616612,0
582527,0
34644,0
789209,0
352671,0
716268,0
1247325,0
771190,0
1220882,0
16556,0
1040563,0
714764,0
518012,0
1149202,0
163257,0
85759,0
188248,0
1130315,0
569328,0
449859,0
846369,0
377725,0
530931,0
820444,0
772610,0
432567,0
267831,1
175839,1
280406,0
580258,0
1103818,0
816098,0
659528,0
1010536,0
581521,0
353087,0
51209,0
6910,0
357767,0
344077,0
574537,0
42363,0
697873,0
182696,0
340764,0
1258629,1
417969,0
13569,0
181428,0
337950,0
1129857,0
496162,0
592514,0
295304,0
995595,0
1003330,0
441843,0
412828,0
1245258,0
525999,0
120454,0
645847,0
114615,0
951932,0
580968,0
675841,0
139680,1
1133317,0
1194176,0
740368,0
486457,0
632621,0
492597,0
465000,0
330621,0
1194283,0
577527,0
453662,0
13893,0
277841,0
125614,0
497960,0
338586,0
212637,0
689600,1
1139816,0
991999,0
265968,0
227902,0
970383,0
663844,0
953696,0
527553,0
405710,0
146818,0
805791,0
584925,0
1052395,0
1185422,0
204660,0
170142,0
1123539,0
451939,0
37828,0
61528,0
161106,0
965226,0
480388,0
698128,0
17295,0
661978,0
27367,0
1140288,0
317921,0
142165,0
1083007,0
341629,1
444654,0
606125,0
1271110,0
786444,0
542837,0
831693,0
196844,0
609817,0
1039123,0
63158,0
603315,0
853391,0
901045,0
254910,0
1166682,0
110819,0
1221974,0
628634,1
993959,0
799317,0
16841,0
1022195,0
976262,0
484756,0
739016,1
1041008,0
873512,0
1017266,0
1046721,0
1003415,0
733833,0
845152,0
1136949,0
186617,0
25908,0
1305236,0
675512,0
238608,0
33222,0
593404,0
1189581,1
1087160,0
853662,0
469588,0
216985,0
278607,0
1174509,0
87789,0
1245092,0
1102689,0
342111,0
553894,0
272364,0
165531,0
40897,0
598416,0
1288694,0
1076577,0
493051,0
172825,0
1006293,0
973559,0
1225899,0
283230,0
1085941,0
579779,0
596807,0
345912,0
1128469,0
501459,0
537348,0
509488,0
988730,0
34076,0
980213,0
384275,0
848573,0
462964,0
764590,0
1241663,0
804035,1
172114,0
60132,0
12738,0
831995,0
968259,0
1044868,0
1228043,0
331282,0
915373,0
1220167,0
740300,0
451320,0
554300,0
1247246,0
590299,0
218349,0
323387,0
1084950,0
689971,0
828680,0
293931,0
471603,0
1266021,0
842226,0
848133,0
758146,1
1255402,0
202374,0
96878,0
1664,0
559160,0
860932,1
103900,0
81378,0
693015,0
377219,0
364498,0
966402,0
1273443,0
289238,0
1187198,0
713918,0
815489,0
161779,0
962043,0
103669,0
379420,0
197161,0
346321,0
145709,0
839311,0
561789,0
955582,1
348530,0
851814,0
799722,0
664903,0
447907,0
904897,0
534797,0
50512,0
1059211,0
749601,0
1039214,0
121775,0
416521,0
1089194,0
372212,0
918763,0
612604,0
215679,0
1089018,0
940618,0
743818,0
185353,0
797533,0
125647,0
640317,0
191093,0
265313,0
621743,0
703489,0
91324,0
969357,0
14554,0
589491,0
135660,0
69569,0
700731,0
1019654,0
1184348,0
426036,0
630840,0
1228421,0
604370,0
972270,0
168696,0
588340,0
10177,0
842807,0
1232679,0
283438,0
814680,0
939598,0
1214598,0
1185500,0
885223,0
672990,0
1263563,0
632905,0
232417,0
333918,0
1079280,0
839000,0
943085,0
1137436,0
358696,0
378125,0
1204771,0
26923,0
571934,0
957100,0
1095082,0
1292222,0
893719,0
1201591,0
343871,0
830011,0
1169664,0
165016,1
1135342,0
429834,0
18519,0
508667,0
777077,0
504919,0
252476,0
1065659,0
1207569,0
273299,0
349488,0
302851,1
735510,0
917030,0
689775,0
191422,0
1130230,0
256902,0
1055353,0
953545,0
1282037,0
1272040,0
671068,0
1164977,0
43957,0
628183,1
938848,0
1023115,0
420443,0
15426,0
953810,0
928852,0
58692,0
1131904,0
250290,0
577055,0
349500,0
1132122,0
676423,0
113952,0
1024845,0
1128936,0
986512,0
276043,0
877815,0
898535,0
758525,0
720660,0
86321,0
424099,0
735593,0
1290475,0
194102,0
627324,1
635823,0
1189035,0
747697,0
414296,0
920308,0
292970,1
221592,0
121465,0
109453,0
291353,0
840574,0
146426,0
1189020,0
907955,0
379689,0
739206,0
1192875,0
582442,0
865520,0
50380,0
520585,0
999718,0
1290106,0
701316,0
1301115,0
904321,1
329444,0
698318,0
1116570,0
1193662,0
223580,0
1128872,0
531526,1
1094676,0
752164,0
20823,0
564871,1
324988,0
285916,0
456026,0
571637,0
1031646,0
963797,0
180821,0
979116,0
637358,0
190495,0
139854,0
154897,0
739282,0
117526,0
561701,0
140914,0
1204283,0
222666,0
877560,0
708697,0
216350,1
1275299,0
1238742,0
1118271,1
154373,0
548105,0
906530,0
440319,0
777562,0
496236,1
233934,0
546412,0
1175988,0
349785,0
464444,0
939807,0
905224,0
619519,1
1107580,0
1087831,0
759946,0
217403,0
1031307,0
196699,0
1212348,0
1295086,0
585895,0
71439,0
842227,0
1248319,0
1250648,0
1006005,0
1076211,0
455816,0
947700,0
328666,0
1213041,1
1069930,0
823,0
1133732,0
336558,0
596993,0
907130,0
846916,0
913276,0
1133361,0
13496,0
964934,0
1055354,0
1287610,0
1225076,0
609823,0
1157496,0
1294069,0
407927,0
351867,0
1247254,0
893935,0
1205996,0
1079091,0
404893,0
484749,0
601811,0
875794,0
900684,0
124515,0
94785,0
615937,0
597938,0
795509,0
470247,0
340236,0
210979,0
704766,0
1266201,1
933025,0
736287,0
166149,0
196346,0
482334,0
1139646,0
225109,0
1017315,0
1272635,0
580832,1
770194,0
23249,0
67461,0
1244263,0
945911,0
541113,0
837814,0
1072219,0
468763,0
91672,0
569262,0
191273,0
1246548,0
148738,0
287304,1
1118390,0
669922,0
1240108,0
595955,0
113742,1
731595,0
541686,0
80340,0
143094,0
80143,0
525668,0
79356,0
1213158,0
1043840,0
347921,0
743386,0
539381,0
1138414,0
1208363,0
164873,0
401102,0
278917,0
1106921,0
756423,0
1233862,0
62063,0
537106,0
1160814,0
667075,0
247138,0
1236104,0
972129,0
1194514,0
526389,1
919382,0
1301557,0
881685,0
1058241,0
1020110,0
466412,0
809577,0
206502,0
564324,0
516115,0
325016,0
510966,0
1166953,0
838393,0
1082105,0
146424,0
898383,0
1237338,0
540212,0
374849,0
549662,0
645502,0
239097,1
970892,0
766790,0
215169,1
576376,0
1925,0
1143166,0
177848,0
1135808,0
66688,0
1245672,0
630337,0
966395,0
1194536,1
283183,0
284511,0
591617,0
1204854,0
117099,0
326137,0
1291662,1
23246,0
748576,0
404291,0
646085,0
253751,0
928837,0
1104528,0
875963,0
723295,0
731328,0
724627,0
82901,0
1257960,1
285948,0
902227,0
425194,0
44823,0
377384,0
78382,0
534874,0
1118089,0
1077848,0
387900,0
1198929,0
544370,0
333575,0
738658,0
225539,0
601709,0
701879,1
1203130,0
1068130,0
623944,0
231205,1
453701,0
853706,0
66313,1
900464,0
43763,0
805597,0
781480,0
953300,0
1298536,0
275726,0
1001077,0
238629,0
646302,0
958826,0
1040193,0
846706,0
82303,0
359573,0
147147,0
350065,0
849362,0
96621,0
91986,0
831690,0
996720,0
76141,0
1034224,0
256056,0
488585,0
462671,0
230706,0
288296,0
143825,0
105450,0
672326,0
90204,0
944558,0
844507,0
364307,0
554346,0
99150,0
296931,0
1260686,1
160414,0
979126,0
234131,0
705522,0
534598,0
233438,0
1021148,0
506483,0
851444,1
1022212,0
28869,0
428135,0
323534,0
1108880,0
22327,0
1153614,0
798642,0
664041,0
620749,0
971532,0
1229550,0
989141,0
991666,1
187791,0
1214341,0
645370,0
1224450,0
676622,0
1106840,0
362025,0
1117910,0
568926,0
1013809,0
11019,0
562479,0
822227,0
943439,0
590965,0
1208483,0
915825,0
949186,0
782010,0
675691,0
1305780,0
64568,0
987501,0
1176703,0
438760,0
570306,0
492465,0
697919,0
1135784,0
130599,0
760758,0
1293579,1
25021,0
1211510,0
517399,0
517455,0
1080316,0
175305,1
517734,0
673262,0
145311,0
1141336,0
1275663,0
551996,0
752452,0
975955,0
909683,0
481195,0
1193274,1
798610,0
432911,0
45115,1
603962,0
424884,0
1036366,0
538117,1
278587,0
121250,1
883374,0
405560,0
1273037,0
884620,0
1100729,0
95418,0
461714,0
31679,0
439590,0
420179,0
190264,0
1001024,0
1221851,0
36181,0
1296663,0
623914,0
1053983,0
319722,0
756685,0
1212858,0
400583,0
925183,0
238408,0
1110088,0
115717,0
201629,0
1174205,0
1078462,0
308839,0
105104,0
1250511,0
541139,0
573496,0
144815,0
609403,0
879440,1
716378,0
278844,0
231077,1
2328,0
1050648,0
108254,0
212703,0
822113,0
303415,0
1260790,0
614331,0
591390,0
278589,0
20580,0
908219,0
200563,0
232827,0
663426,0
1302469,0
1108705,0
458540,0
906997,0
702677,0
1122721,0
1273683,0
1005873,0
455014,0
584928,0
1285710,0
959559,0
564367,0
798265,0
191652,0
1103706,0
218026,0
820891,1
795170,0
354138,0
